Address,Zip,Price,Area,Room,Lon,Lat,Area Code,Borough,Price (log),Area (log),Index
"Brenner 24, Amsterdam",1060 NV,475000.0,115,5,4.776722,52.351033,1060,Nieuw West,13.071070083016778,4.74493212836325,779
"Singel 57 3, Amsterdam",1012 VD,400000.0,46,1,4.892211,52.376702,1012,Centrum,12.89921982609012,3.828641396489095,780
"IJburglaan 754, Amsterdam",1087 EM,450000.0,96,3,4.993345,52.355933,1087,Oost,13.017002861746503,4.564348191467836,781
"Hellingstraat 52, Amsterdam",1033 WW,450000.0,59,2,4.891511,52.401727,1033,Noord,13.017002861746503,4.07753744390572,782
"Albert Luthulistraat 26 B, Amsterdam",1091 NW,375000.0,54,3,4.919118,52.352814,1091,Oost,12.834681304952548,3.9889840465642745,783
"Kinkerstraat 205 B, Amsterdam",1053 DS,485000.0,69,3,4.866392,52.365536,1053,West,13.091904169919621,4.23410650459726,784
"Willemsparkweg 125 C, Amsterdam",1071 GW,1100000.0,136,3,4.872591,52.356414,1071,Zuid,13.9108207377686,4.912654885736052,785
"Bosplaat 80, Amsterdam",1025 AT,1000000.0,220,7,4.948314,52.400138,1025,Noord,13.815510557964274,5.393627546352362,786
"Sportstraat 6 1, Amsterdam",1076 TV,375000.0,43,2,4.860276,52.347686,1076,Zuid,12.834681304952548,3.7612001156935624,787
"Le Tourmalet 8, Amsterdam",1060 NX,525000.0,138,5,4.774348,52.350823,1060,Nieuw West,13.17115354157376,4.927253685157205,788
"Nieuwevaartweg, Amsterdam",1019 AL,1325000.0,162,4,4.95437552819149,52.3679823,1019,Centrum,14.09692301740246,5.087596335232384,789
"Grootzeil 197, Amsterdam",1034 LW,335000.0,92,4,4.921825,52.409609,1034,Noord,12.721885810807203,4.5217885770490405,790
"Schalk Burgerstraat 72, Amsterdam",1091 LM,400000.0,58,3,4.920732,52.352847,1091,Oost,12.89921982609012,4.060443010546419,791
"Cliostraat 14 B, Amsterdam",1077 KG,835000.0,124,3,4.876154,52.347558,1077,Zuid,13.635187003832993,4.820281565605037,792
"Cliostraat 14 A, Amsterdam",1077 KG,885000.0,136,3,4.876154,52.347558,1077,Zuid,13.693342923990066,4.912654885736052,793
"Niersstraat 35 HS, Amsterdam",1078 VH,635000.0,81,3,4.894509,52.343016,1078,Zuid,13.36138027787483,4.394449154672439,794
"Eerste Helmersstraat 244 A, Amsterdam",1054 ER,1120000.0,129,5,4.860337,52.359856,1054,West,13.928839243271277,4.859812404361672,795
"Van Spilbergenstraat 36 3, Amsterdam",1057 RH,375000.0,52,3,4.852329,52.365365,1057,West,12.834681304952548,3.9512437185814275,796
"De Bazelhof 24, Amsterdam",1067 LZ,400000.0,107,6,4.79581,52.376916,1067,Nieuw West,12.89921982609012,4.672828834461906,797
"Pretoriusstraat 57 4, Amsterdam",1092 GA,285000.0,41,2,4.922721,52.354922,1092,Oost,12.560244459250788,3.713572066704308,798
"Kantershof 137, Amsterdam",1104 GG,425137.0,92,4,4.98896,52.321172,1104,Zuidoost,12.960166748903184,4.5217885770490405,799
"Lange Stammerdijk 1 G, Amsterdam",1109 BK,549001.0,107,4,5.016522,52.305075,1109,Zuidoost,13.215855541983634,4.672828834461906,800
"Hamontstraat 59, Amsterdam",1066 LG,575000.0,134,6,4.812092,52.348999,1066,Nieuw West,13.262125319779487,4.897839799950911,801
"Jacob Melkmanstraat 52, Amsterdam",1063 GN,500000.0,102,5,4.823859,52.383847,1063,Nieuw West,13.122363377404328,4.624972813284271,802
"Dalsteindreef 198, Amsterdam",1102 WX,179000.0,29,2,4.945048,52.325695,1102,Zuidoost,12.095141084822892,3.367295829986474,803
"Anjeliersstraat 31 A, Amsterdam",1015 ND,790000.0,90,3,4.884941,52.378055,1015,Centrum,13.579788224443204,4.499809670330265,804
"Balboastraat 52 II, Amsterdam",1057 VX,350000.0,50,3,4.853093,52.368955,1057,West,12.765688433465597,3.912023005428146,805
"Meer en Vaart 90 B, Amsterdam",1068 ZZ,425000.0,110,4,4.804152,52.364802,1068,Nieuw West,12.959844447906553,4.700480365792417,806
"Noordzijde 48, Amsterdam",1064 GV,600000.0,135,6,4.820624,52.373918,1064,Nieuw West,13.304684934198283,4.90527477843843,807
"Stadionweg 140 3, Amsterdam",1077 SX,1099000.0,191,6,4.874975,52.346978,1077,Zuid,13.909911233385758,5.25227342804663,808
"Wolbrantskerkweg 66 E, Amsterdam",1069 DA,525000.0,112,5,4.79733,52.356512,1069,Nieuw West,13.17115354157376,4.718498871295094,809
"Loenermark 130, Amsterdam",1025 SM,329000.0,74,4,4.928532,52.397672,1025,Noord,12.70381302974751,4.30406509320417,810
"Van Abbestraat 66, Amsterdam",1064 WV,445000.0,101,3,4.83075,52.365104,1064,Nieuw West,13.005829561148378,4.61512051684126,811
"Osdorperweg 177, Amsterdam",1069 LL,950000.0,174,6,4.794378,52.347806,1069,Nieuw West,13.764217263576723,5.159055299214529,812
"Rozengracht 104 lll, Amsterdam",1016 NG,800000.0,107,3,4.879459,52.373268,1016,Centrum,13.592367006650065,4.672828834461906,813
"Haag en Veld 245 B, Amsterdam",1102 GL,350000.0,144,6,4.955915,52.310514,1102,Zuidoost,12.765688433465597,4.969813299576001,814
"Jacob Groenplantsoen 7, Amsterdam",1035 MA,875000.0,135,5,4.897048,52.417382,1035,Noord,13.681979165339751,4.90527477843843,815
"Admiraal De Ruijterweg 125 2, Amsterdam",1056 EX,575000.0,78,3,4.858844,52.373106,1056,West,13.262125319779487,4.356708826689592,816
"Keizersgracht 649 F, Amsterdam",1017 DT,700000.0,76,4,4.895174,52.363763,1017,Centrum,13.458835614025542,4.330733340286331,817
"Loodskotterhof 4, Amsterdam",1034 CN,325000.0,80,4,4.909069,52.405451,1034,Noord,12.691580461311874,4.382026634673881,818
"Archimedesweg 32 I, Amsterdam",1098 JR,750000.0,102,5,4.937898,52.356428,1098,Oost,13.527828485512494,4.624972813284271,819
"Magalhaensplein 25 H, Amsterdam",1057 VE,500000.0,73,3,4.853124,52.367607,1057,West,13.122363377404328,4.290459441148391,820
"Ploegstraat 187, Amsterdam",1097 WE,300000.0,48,2,4.949415,52.340644,1097,Oost,12.611537753638338,3.871201010907891,821
"Uffizilaan 43, Amsterdam",1064 WJ,675000.0,157,5,4.831079,52.368144,1064,Nieuw West,13.422467969854667,5.056245805348308,822
"Amstelveenseweg 186 IV A, Amsterdam",1075 XR,345000.0,34,2,4.855832,52.352385,1075,Zuid,12.751299696013497,3.5263605246161616,823
"Werengouw 413, Amsterdam",1024 NZ,275000.0,64,3,4.94649,52.39437,1024,Noord,12.524526376648708,4.1588830833596715,824
"Dirk Bonsstraat 22, Amsterdam",1063 VA,245000.0,45,2,4.834844,52.378255,1063,Nieuw West,12.409013489526863,3.8066624897703196,825
"Amstelveenseweg 186 IIIV, Amsterdam",1075 XR,385000.0,37,2,4.855832,52.352385,1075,Zuid,12.86099861326992,3.6109179126442243,826
"Amstelveenseweg 186 IIIA, Amsterdam",1075 XR,375000.0,35,2,4.855832,52.352385,1075,Zuid,12.834681304952548,3.5553480614894135,827
"Stentorstraat 95 I, Amsterdam",1035 XE,300000.0,68,3,4.898877,52.419502,1035,Noord,12.611537753638338,4.219507705176107,828
"Saskia van Uijlenburgkade 158 PP, Amsterdam",1058 GA,1200000.0,171,4,4.846606,52.356702,1058,West,13.997832114758229,5.14166355650266,829
"J.S. Ruppertstraat 17, Amsterdam",1069 KJ,499000.0,127,5,4.796462,52.352238,1069,Nieuw West,13.120361374733656,4.844187086458591,830
"Bijlmerdreef 514, Amsterdam",1102 AC,325000.0,98,3,4.956816,52.31741,1102,Zuidoost,12.691580461311874,4.584967478670572,831
"Jacob van Lennepkade 265 C, Amsterdam",1054 ZT,480000.0,60,2,4.85983,52.361813,1054,West,13.081541382884074,4.0943445622221,832
"Aalsmeerweg 112 II, Amsterdam",1059 AR,475000.0,62,4,4.846923,52.347545,1059,West,13.071070083016778,4.127134385045092,833
"Rustenburgerstraat 398 H, Amsterdam",1072 HH,685000.0,78,3,4.890731,52.351449,1072,Zuid,13.437174117244362,4.356708826689592,834
"Keizersgracht 306 1 V, Amsterdam",1016 EX,550000.0,57,2,4.884292,52.370557,1016,Centrum,13.217673557208654,4.04305126783455,835
"Eurokade 10, Amsterdam",1060 RZ,550000.0,137,5,4.787554,52.348895,1060,Nieuw West,13.217673557208654,4.919980925828125,836
"Oranje Nassaulaan 9, Amsterdam",1075 AH,5850000.0,480,14,4.863729,52.354874,1075,Zuid,15.58195221920804,6.173786103901937,837
"Burgemeester Hogguerstraat 773, Amsterdam",1064 EB,330000.0,78,3,4.829637,52.372964,1064,Nieuw West,12.706847933442663,4.356708826689592,838
"Hertspieghelweg 6 I, Amsterdam",1055 KL,375000.0,59,3,4.852415,52.380133,1055,West,12.834681304952548,4.07753744390572,839
"Rietlandpark 103, Amsterdam",1019 DS,575000.0,107,3,4.935891,52.37338,1019,Centrum,13.262125319779487,4.672828834461906,840
"Langestraat 96, Amsterdam",1015 AM,825000.0,98,4,4.890594,52.376848,1015,Centrum,13.623138665316818,4.584967478670572,841
"George Ortonpad 9, Amsterdam",1034 WN,515000.0,119,4,4.918363,52.403385,1034,Noord,13.151922179645874,4.77912349311153,842
"Hogevecht 8, Amsterdam",1102 HA,225000.0,65,2,4.958115,52.309662,1102,Zuidoost,12.323855681186558,4.174387269895637,843
"Koninginneweg 158 4, Amsterdam",1075 EE,1050000.0,119,5,4.860818,52.352776,1075,Zuid,13.864300722133706,4.77912349311153,844
"Leeuwendalersweg 13 E, Amsterdam",1055 JE,425000.0,80,4,4.846389,52.379296,1055,West,12.959844447906553,4.382026634673881,845
"Spicastraat 3, Amsterdam",1033 CN,375000.0,63,5,4.890785,52.41492,1033,Noord,12.834681304952548,4.143134726391533,846
"Hugo de Grootkade 9 H, Amsterdam",1052 LN,1150000.0,145,5,4.87195,52.372454,1052,West,13.955272500339433,4.976733742420574,847
"Egidiusstraat 28 3, Amsterdam",1055 GV,425000.0,71,4,4.852168,52.378747,1055,West,12.959844447906553,4.2626798770413155,848
"Reguliersgracht 87, Amsterdam",1017 LN,1450000.0,124,5,4.896425,52.360892,1017,Centrum,14.187074114396758,4.820281565605037,849
"Sarphatistraat 82 E, Amsterdam",1018 GS,850000.0,90,3,4.910051,52.361418,1018,Centrum,13.652991628466498,4.499809670330265,850
"Waterlooplein 175 PP, Amsterdam",1011 PG,750000.0,114,4,4.902566,52.368503,1011,Centrum,13.527828485512494,4.736198448394496,851
"Noorder Valdeur 4, Amsterdam",1035 KA,450000.0,107,4,4.892525,52.423619,1035,Noord,13.017002861746503,4.672828834461906,852
"Charlotte Brontéstraat 164, Amsterdam",1102 XH,235000.0,58,2,4.947669,52.325253,1102,Zuidoost,12.367340793126296,4.060443010546419,853
"Rapenburg 35 C, Amsterdam",1011 TV,600000.0,83,2,4.908391,52.371373,1011,Centrum,13.304684934198283,4.418840607796598,854
"Nicolaas Anslijnstraat 117, Amsterdam",1068 WT,315000.0,81,3,4.807981,52.357437,1068,Nieuw West,12.66032791780777,4.394449154672439,855
"Vondelstraat 70 II, Amsterdam",1054 GG,1250000.0,157,4,4.876006,52.362028,1054,West,14.038654109278484,5.056245805348308,856
"Doornburg 155, Amsterdam",1081 JX,699000.0,98,3,4.861985,52.322384,1081,Zuid,13.457406021215947,4.584967478670572,857
"Kruisherenpad 7, Amsterdam",1067 DZ,440000.0,115,6,4.802015,52.380829,1067,Nieuw West,12.994530005894443,4.74493212836325,858
"Klaprozenweg 49 B 2 +PP, Amsterdam",1032 KK,450000.0,74,2,4.904136,52.399475,1032,Noord,13.017002861746503,4.30406509320417,859
"Bakkumstraat 4, Amsterdam",1024 VX,300000.0,78,4,4.954641,52.394724,1024,Noord,12.611537753638338,4.356708826689592,860
"Narva-eiland 171, Amsterdam",1014 ZJ,475000.0,61,3,4.881701,52.393538,1014,Centrum,13.071070083016778,4.110873864173311,861
"Pretoriusstraat 22 1, Amsterdam",1092 GG,399000.0,66,4,4.925631,52.356012,1092,Oost,12.896716695872,4.189654742026425,862
"Parnassusweg 29 I, Amsterdam",1077 DC,790000.0,109,5,4.867865,52.345104,1077,Zuid,13.579788224443204,4.6913478822291435,863
"Slatuinenweg 21, Amsterdam",1057 KA,650000.0,77,3,4.863394,52.36954,1057,West,13.38472764187182,4.343805421853684,864
"Jan Ligthartstraat 19, Amsterdam",1068 PA,375000.0,96,4,4.806801,52.352919,1068,Nieuw West,12.834681304952548,4.564348191467836,865
"Van Oldenbarneveldtstraat 66 1, Amsterdam",1052 KD,365000.0,47,2,4.874125,52.374854,1052,West,12.80765263256463,3.8501476017100584,866
"Carry Pothuis-Smitstraat 28, Amsterdam",1069 RC,210000.0,47,2,4.797085,52.353976,1069,Nieuw West,12.254862809699606,3.8501476017100584,867
"Ruimzicht 130, Amsterdam",1068 CS,269000.0,55,2,4.808183,52.361977,1068,Nieuw West,12.502466658583977,4.007333185232471,868
"Nachtwachtlaan 167, Amsterdam",1058 EE,570000.0,96,4,4.843132,52.360049,1058,West,13.253391639810733,4.564348191467836,869
"Warmoesstraat 16 M, Amsterdam",1012 JD,785000.0,112,3,4.899032,52.376065,1012,Centrum,13.573438996764546,4.718498871295094,870
"Oostelijke Handelskade 1155, Amsterdam",1019 DN,500000.0,93,3,4.938017,52.373868,1019,Centrum,13.122363377404328,4.532599493153256,871
"Vechtstraat 180 I, Amsterdam",1079 JW,400000.0,53,3,4.907895,52.341373,1079,Zuid,12.89921982609012,3.970291913552122,872
"Leiduinstraat 18 I, Amsterdam",1058 SJ,425000.0,55,3,4.846708,52.353775,1058,West,12.959844447906553,4.007333185232471,873
"Poeldijkstraat 269, Amsterdam",1059 VL,700000.0,106,3,4.844918,52.349996,1059,West,13.458835614025542,4.663439094112067,874
"Burgemeester Cramergracht 91, Amsterdam",1064 AH,350000.0,75,3,4.832782,52.373345,1064,Nieuw West,12.765688433465597,4.31748811353631,875
"Olympiaweg 58 III, Amsterdam",1076 XB,360000.0,42,3,4.86139,52.347835,1076,Zuid,12.793859310432293,3.7376696182833684,876
"Geldersekade 11 II, Amsterdam",1011 EH,512000.0,64,2,4.902531,52.37572,1011,Centrum,13.146079904021645,4.1588830833596715,877
"Van Ostadestraat 365 I, Amsterdam",1074 VW,375000.0,45,2,4.90341,52.354369,1074,Zuid,12.834681304952548,3.8066624897703196,878
"Javakade 144, Amsterdam",1019 RW,750000.0,118,4,4.930455,52.377871,1019,Centrum,13.527828485512494,4.770684624465665,879
"Gouden Leeuw 347, Amsterdam",1103 KH,237000.0,53,3,4.974395,52.324322,1103,Zuidoost,12.375815420117268,3.970291913552122,880
"Van Ostadestraat 58 1H, Amsterdam",1072 TA,375000.0,45,2,4.888718,52.351656,1072,Zuid,12.834681304952548,3.8066624897703196,881
"Zandstraat 5 hs, Amsterdam",1011 HJ,560000.0,80,2,4.898846,52.370303,1011,Centrum,13.235692062711331,4.382026634673881,882
"Willem Kraanstraat 80, Amsterdam",1063 ML,250000.0,48,3,4.823887,52.38063,1063,Nieuw West,12.429216196844383,3.871201010907891,883
"Nieuwevaartweg, Amsterdam",1019 AL,650000.0,87,4,4.95437552819149,52.3679823,1019,Centrum,13.38472764187182,4.465908118654584,884
"Levantplein 9, Amsterdam",1019 MA,1450000.0,273,5,4.942112,52.376819,1019,Centrum,14.187074114396758,5.60947179518496,885
"Mandarijnenstraat 60 H, Amsterdam",1033 LG,275000.0,40,2,4.898299,52.40928,1033,Noord,12.524526376648708,3.6888794541139363,886
"Antillenstraat 25 III, Amsterdam",1058 GX,550000.0,81,5,4.850743,52.359283,1058,West,13.217673557208654,4.394449154672439,887
"Ekingenstraat 272, Amsterdam",1069 GZ,349000.0,82,4,4.797681,52.354375,1069,Nieuw West,12.762827201184564,4.406719247264253,888
"Jan van Duivenvoordestraat 85 2, Amsterdam",1067 MT,350000.0,92,3,4.802582,52.379007,1067,Nieuw West,12.765688433465597,4.5217885770490405,889
"Droogbak 6 B, Amsterdam",1013 GE,575000.0,80,3,4.893865,52.379863,1013,Centrum,13.262125319779487,4.382026634673881,890
"Beulingstraat 6 A, Amsterdam",1017 BA,1000000.0,120,3,4.887462,52.368027,1017,Centrum,13.815510557964274,4.787491742782046,891
"Het Breed 617, Amsterdam",1025 HW,398000.0,102,3,4.93924,52.396527,1025,Noord,12.894207284266574,4.624972813284271,892
"Tielstraat 31, Amsterdam",1107 PZ,280000.0,82,3,4.968223,52.291672,1107,Zuidoost,12.542544882151386,4.406719247264253,893
"Akbarstraat 16 D, Amsterdam",1061 EA,350000.0,58,3,4.841738,52.378934,1061,Nieuw West,12.765688433465597,4.060443010546419,894
"Haparandaweg 932 A, Amsterdam",1013 BD,500000.0,76,3,4.878134,52.395229,1013,Centrum,13.122363377404328,4.330733340286331,895
"Van der Palmkade 116, Amsterdam",1051 RH,615000.0,95,4,4.8722593,52.379951,1051,West,13.329377546788654,4.553876891600541,896
"Haringbuisdijk 14, Amsterdam",1086 VA,575000.0,128,4,4.90981909560303,52.3686532505277,1086,Oost,13.262125319779487,4.852030263919617,897
"Brouwersgracht 172 A, Amsterdam",1013 HB,275000.0,31,2,4.888065,52.381025,1013,Centrum,12.524526376648708,3.4339872044851463,898
"Cliffordstraat 3 3, Amsterdam",1051 GP,644900.0,92,3,4.873124,52.383918,1051,West,13.376850544998469,4.5217885770490405,899
"Kanaalstraat 100 G, Amsterdam",1054 XL,199000.0,21,1,4.862992,52.362176,1054,West,12.201060103706629,3.044522437723423,900
"Saxen-Weimarlaan 22 2, Amsterdam",1075 CB,685000.0,80,3,4.856566,52.353584,1075,Zuid,13.437174117244362,4.382026634673881,901
"Lauriergracht 89, Amsterdam",1016 RJ,1300000.0,139,5,4.879252,52.370823,1016,Centrum,14.077874822431765,4.9344739331306915,902
"Faas Wilkesstraat 357, Amsterdam",1095 MD,540000.0,94,3,4.969506,52.372583,1095,Oost,13.199324418540456,4.543294782270004,903
"Praterlaan 8, Amsterdam",1098 WR,475000.0,96,4,4.952066,52.344595,1098,Oost,13.071070083016778,4.564348191467836,904
"Langswater 576, Amsterdam",1069 EE,245000.0,61,3,4.788481,52.357145,1069,Nieuw West,12.409013489526863,4.110873864173311,905
"Buiksloterweg 99, Amsterdam",1031 CJ,1250000.0,180,9,4.914882,52.388128,1031,Noord,14.038654109278484,5.19295685089021,906
"Geldersekade 37 II, Amsterdam",1011 EJ,695000.0,96,3,4.902359,52.37536,1011,Centrum,13.45166712454693,4.564348191467836,907
"Quashibastraat, Amsterdam",1087 VS,348738.0,79,4,5.0165552,52.3505131,1087,Oost,12.762076202923572,4.3694478524670215,909
"Valeriusstraat 193, Amsterdam",1075 EW,1698000.0,205,5,4.860637,52.351894,1075,Zuid,14.344961645853429,5.3230099791384085,910
"Tussen Meer 230, Amsterdam",1069 DW,275000.0,84,4,4.790574,52.356342,1069,Nieuw West,12.524526376648708,4.430816798843313,911
"Willem Kraanstraat 38, Amsterdam",1063 MG,375000.0,118,4,4.82399,52.380639,1063,Nieuw West,12.834681304952548,4.770684624465665,912
"Bastenakenstraat 122, Amsterdam",1066 JG,675000.0,129,4,4.819965,52.343878,1066,Nieuw West,13.422467969854667,4.859812404361672,913
"Hagedoornplein 24, Amsterdam",1031 BV,849000.0,111,5,4.91369,52.38816,1031,Noord,13.651814465293484,4.709530201312334,914
"Bos en Lommerweg 356, Amsterdam",1061 DJ,539000.0,108,4,4.838534,52.379072,1061,Nieuw West,13.197470849891134,4.68213122712422,915
"Eerste Looiersdwarsstraat 10 B, Amsterdam",1016 VM,525000.0,59,4,4.880977,52.368961,1016,Centrum,13.17115354157376,4.07753744390572,916
"Kromme Waal 18, Amsterdam",1011 BS,1500000.0,194,9,4.902614,52.374848,1011,Centrum,14.22097566607244,5.267858159063328,917
"Ringdijk, Amsterdam",1097 AE,295000.0,41,1,4.927757,52.354173,1097,Oost,12.594730635321957,3.713572066704308,918
"Ringdijk, Amsterdam",1097 AE,750000.0,117,1,4.927757,52.354173,1097,Oost,13.527828485512494,4.762173934797756,919
"Kleine Beerstraat 31, Amsterdam",1033 CP,350000.0,72,3,4.890612,52.414587,1033,Noord,12.765688433465597,4.276666119016055,920
"Stuyvesantstraat 33 II, Amsterdam",1058 AK,350000.0,51,3,4.856935,52.363256,1058,West,12.765688433465597,3.9318256327243257,921
"John Blankensteinstraat 51, Amsterdam",1095 MB,599000.0,113,4,4.965731,52.375268,1095,Oost,13.303016877097587,4.727387818712341,922
"S. F. van Ossstraat 334, Amsterdam",1068 JS,300000.0,79,4,4.810678,52.355493,1068,Nieuw West,12.611537753638338,4.3694478524670215,923
